{'#8': [33.3, 17.2, 34.4, 4.3, 7.5, 2.2, None, 1.1, None, None, None, None, None, None, None], '#3': 108, '#2': 'ALS', '#1': 'Intro to Agr & Applied Econ', '#7': 3.283, '#6': 93, '#5': '001', '#4': '215'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Topics-Slavic Literatures', '#7': None, '#6': 3, '#5': '001', '#4': '245'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Topics-Slavic Literatures', '#7': None, '#6': 3, '#5': '001', '#4': '252'}
{'#8': [60.0, 20.0, 15.0, None, 5.0, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Eastern Europe:Interdis Survey', '#7': 3.65, '#6': 20, '#5': '001', '#4': '254'}
{'#8': [68.8, 6.3, 6.3, 12.5, 6.3, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Eastern Europe:Interdis Survey', '#7': 3.594, '#6': 16, '#5': '001', '#4': '276'}
{'#8': [50.0, 25.0, 25.0, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Eastern Europe:Interdis Survey', '#7': 3.625, '#6': 8, '#5': '002', '#4': '276'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Third Year Polish I', '#7': None, '#6': 1, '#5': '001', '#4': '277'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Third Year Polish II', '#7': None, '#6': 1, '#5': '001', '#4': '278'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Third Year Polish II', '#7': None, '#6': 1, '#5': '001', '#4': '304'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Third Year Polish II', '#7': None, '#6': 2, '#5': '001', '#4': '305'}
{'#8': [73.7, 21.1, 5.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Russian Lang & Culture II', '#7': 3.842, '#6': 19, '#5': '001', '#4': '316'}
{'#8': [66.7, 16.7, None, None, 8.3, None, None, 8.3, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Fourth Year Russian II', '#7': 3.727, '#6': 12, '#5': '001', '#4': '322'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Fourth Year Polish I', '#7': None, '#6': 1, '#5': '001', '#4': '331'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Fourth Year Polish II', '#7': None, '#6': 1, '#5': '001', '#4': '332'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Chekhov', '#7': None, '#6': 2, '#5': '001', '#4': '420'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Dostoevsky', '#7': None, '#6': 5, '#5': '001', '#4': '422'}
{'#8': [75.0, None, 12.5, None, 12.5, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Contemporary Russian Culture', '#7': 3.625, '#6': 8, '#5': '001', '#4': '434'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Contemporary Russian Culture', '#7': None, '#6': 2, '#5': '001', '#4': '442'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Contemporary Russian Culture', '#7': None, '#6': 2, '#5': '005', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Contemporary Russian Culture', '#7': None, '#6': 1, '#5': '006', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Contemporary Russian Culture', '#7': None, '#6': 3, '#5': '007', '#4': '699'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Directed Study', '#7': 4.0, '#6': 8, '#5': '001', '#4': '702'}
{'#8': [71.4, 14.3, None, None, None, 14.3, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Special Topics', '#7': 3.5, '#6': 7, '#5': '001', '#4': '705'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Special Topics', '#7': None, '#6': 1, '#5': '007', '#4': '799'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Special Topics', '#7': None, '#6': 1, '#5': '013', '#4': '799'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'The Structure of Russian', '#7': None, '#6': 4, '#5': '001', '#4': '802'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'College Teaching of Russian', '#7': None, '#6': 2, '#5': '001', '#4': '820'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'College Teaching of Russian', '#7': None, '#6': 4, '#5': '001', '#4': '900'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'College Teaching of Russian', '#7': None, '#6': 5, '#5': '002', '#4': '900'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'Seminar: Slavic Lit & Culture', '#7': None, '#6': 3, '#5': '002', '#4': '991'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'SLAVIC (SLAVIC LANGUAGES)', '#7': None, '#6': 1, '#5': '003', '#4': '991'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'SLAVIC (SLAVIC LANGUAGES)', '#7': None, '#6': 1, '#5': '007', '#4': '991'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'SLAVIC (SLAVIC LANGUAGES)', '#7': None, '#6': 4, '#5': '008', '#4': '991'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'SLAVIC (SLAVIC LANGUAGES)', '#7': None, '#6': 2, '#5': '012', '#4': '991'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 888, '#2': 'L&S', '#1': 'SLAVIC (SLAVIC LANGUAGES)', '#7': None, '#6': 2, '#5': '013', '#4': '991'}
{'#8': [92.0, None, None, 8.0, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Health Care: Intrdis Appr', '#7': 3.88, '#6': 25, '#5': '001', '#4': '105'}
{'#8': [19.7, 42.3, 22.5, 8.5, 4.2, 1.4, 1.4, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Intro-Field of Social Work', '#7': 3.254, '#6': 71, '#5': '001', '#4': '205'}
{'#8': [7.8, 42.9, 28.6, 11.7, 5.2, 2.6, None, 1.3, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.132, '#6': 77, '#5': '001', '#4': '206'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 4.0, '#6': 13, '#5': '007', '#4': '401'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': None, '#6': 5, '#5': '008', '#4': '401'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': None, '#6': 5, '#5': '009', '#4': '401'}
{'#8': [90.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.956, '#6': 10, '#5': '010', '#4': '401'}
{'#8': [75.0, 18.8, None, None, None, None, None, None, None, None, None, None, 6.3, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.888, '#6': 16, '#5': '011', '#4': '401'}
{'#8': [92.9, 7.1, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.958, '#6': 14, '#5': '012', '#4': '401'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 4.0, '#6': 16, '#5': '013', '#4': '401'}
{'#8': [66.7, 33.3, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.833, '#6': 9, '#5': '101', '#4': '401'}
{'#8': [90.0, 10.0, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.95, '#6': 10, '#5': '102', '#4': '401'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 4.0, '#6': 9, '#5': '201', '#4': '401'}
{'#8': [71.4, 28.6, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Introduction-Social Policy', '#7': 3.857, '#6': 7, '#5': '202', '#4': '401'}
{'#8': [21.1, 57.9, 15.8, None, 5.3, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Poverty and Social Welfare', '#7': 3.447, '#6': 19, '#5': '001', '#4': '420'}
{'#8': [46.7, 40.0, 6.7, 6.7, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Issues in Aging', '#7': 3.633, '#6': 15, '#5': '001', '#4': '422'}
{'#8': [68.4, 26.3, None, 5.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Issues in Aging', '#7': 3.789, '#6': 19, '#5': '010', '#4': '440'}
{'#8': [53.8, 26.9, 11.5, None, 7.7, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Issues in Aging', '#7': 3.596, '#6': 26, '#5': '011', '#4': '440'}
{'#8': [50.0, 38.9, 11.1, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Issues in Aging', '#7': 3.694, '#6': 18, '#5': '020', '#4': '440'}
{'#8': [63.6, 18.2, 18.2, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Issues in Aging', '#7': 3.727, '#6': 11, '#5': '021', '#4': '440'}
{'#8': [36.4, 45.5, 18.2, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac I:Foundatn-Generalst Prac', '#7': 3.591, '#6': 11, '#5': '010', '#4': '441'}
{'#8': [100.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac I:Foundatn-Generalst Prac', '#7': 4.0, '#6': 8, '#5': '011', '#4': '441'}
{'#8': [66.7, 16.7, 11.1, 5.6, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac I:Foundatn-Generalst Prac', '#7': 3.722, '#6': 18, '#5': '020', '#4': '441'}
{'#8': [53.3, 46.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac II: Individls, Fam, Grps', '#7': 3.767, '#6': 30, '#5': '001', '#4': '442'}
{'#8': [88.5, 7.7, None, None, None, None, None, None, None, None, None, None, 3.8, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac II: Individls, Fam, Grps', '#7': 3.96, '#6': 26, '#5': '002', '#4': '442'}
{'#8': [65.2, 34.8, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Prac II: Individls, Fam, Grps', '#7': 3.826, '#6': 23, '#5': '003', '#4': '442'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, 100.0], '#3': 896, '#2': 'L&S', '#1': 'Prac II: Individls, Fam, Grps', '#7': None, '#6': 37, '#5': '030', '#4': '442'}
{'#8': [64.5, 15.7, 9.9, 7.4, 2.5, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Alcohol & Other Drug Abuse', '#7': 3.661, '#6': 121, '#5': '001', '#4': '453'}
{'#8': [29.8, 27.4, 28.6, 13.1, 1.2, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Human Behavior & Environmnt', '#7': 3.357, '#6': 84, '#5': '001', '#4': '457'}
{'#8': [47.8, 30.4, 17.4, None, None, None, 4.3, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Child Welfare', '#7': 3.5, '#6': 23, '#5': '001', '#4': '462'}
{'#8': [62.5, None, None, None, None, None, None, 37.5, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Special Topics in Social Work', '#7': 4.0, '#6': 8, '#5': '001', '#4': '579'}
{'#8': [54.5, 27.3, 9.1, 6.8, 2.3, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Policy', '#7': 3.625, '#6': 44, '#5': '001', '#4': '606'}
{'#8': [58.8, 11.8, 11.8, 5.9, 5.9, 5.9, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.427, '#6': 17, '#5': '001', '#4': '639'}
{'#8': [52.2, 30.4, 8.7, 4.3, 4.3, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.609, '#6': 23, '#5': '001', '#4': '640'}
{'#8': [85.2, 14.8, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.926, '#6': 27, '#5': '002', '#4': '640'}
{'#8': [78.3, 17.4, 4.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.87, '#6': 23, '#5': '010', '#4': '640'}
{'#8': [76.5, 17.6, 5.9, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.853, '#6': 17, '#5': '011', '#4': '640'}
{'#8': [50.0, 41.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'GLBT Issues and Social Welfare', '#7': 3.708, '#6': 12, '#5': '020', '#4': '640'}
{'#8': [88.5, 11.5, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Work and Delinquency', '#7': 3.937, '#6': 26, '#5': '001', '#4': '643'}
{'#8': [92.6, None, None, 3.7, None, None, 3.7, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Work and Delinquency', '#7': 3.796, '#6': 27, '#5': '001', '#4': '644'}
{'#8': [91.2, 8.8, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Social Work and Delinquency', '#7': 3.956, '#6': 34, '#5': '030', '#4': '644'}
{'#8': [29.7, 23.1, 28.6, 5.5, 6.6, 4.4, 2.2, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Methods-Social Wrk Research', '#7': 3.165, '#6': 91, '#5': '001', '#4': '650'}
{'#8': [54.5, 36.4, 4.5, None, None, None, 4.5, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Methods-Social Wrk Research', '#7': 3.633, '#6': 22, '#5': '001', '#4': '656'}
{'#8': [83.3, 16.7, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Methods-Social Wrk Research', '#7': 3.917, '#6': 6, '#5': '030', '#4': '656'}
{'#8': [69.2, 30.8, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': 3.861, '#6': 13, '#5': '001', '#4': '661'}
{'#8': [78.9, 15.8, None, 5.3, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': 3.82, '#6': 19, '#5': '001', '#4': '665'}
{'#8': [70.6, 23.5, None, None, 5.9, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': 3.765, '#6': 17, '#5': '001', '#4': '672'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 2, '#5': '001', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 1, '#5': '002', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 1, '#5': '004', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 1, '#5': '030', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 1, '#5': '050', '#4': '699'}
{'#8': [None, None, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Topics-Contemp Soc Welfare', '#7': None, '#6': 1, '#5': '060', '#4': '699'}
{'#8': [58.3, 20.8, 8.3, 8.3, 4.2, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Directed Study', '#7': 3.604, '#6': 24, '#5': '010', '#4': '711'}
{'#8': [91.7, 8.3, None, None, None, None, None, None, None, None, None, None, None, None, None], '#3': 896, '#2': 'L&S', '#1': 'Directed Study', '#7': 3.958, '#6': 12, '#5': '020', '#4': '711'}
